Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
April 30 2021,Chelan,WA,Passenger,314,93,407,54658,55065,0.74
October 31 2022,Wahkiakum,WA,Passenger,24,12,36,3063,3099,1.16
November 30 2017,Richland,SC,Passenger,0,1,1,179,180,0.56
September 30 2024,Chesapeake,VA,Passenger,2,0,2,243,245,0.82
November 30 2022,Oldham,KY,Passenger,0,1,1,5,6,16.67
September 30 2018,Garfield,OK,Passenger,1,0,1,17,18,5.56
September 30 2018,Muskogee,OK,Passenger,0,1,1,2,3,33.33
January 31 2022,Fairfax,VA,Passenger,4,2,6,676,682,0.88
September 30 2021,Contra Costa,CA,Passenger,2,4,6,253,259,2.32
September 30 2020,Multnomah,OR,Passenger,5,6,11,735,746,1.47
July 31 2021,Asotin,WA,Truck,0,0,0,6763,6763,0.00
August 31 2023,Pinal,AZ,Passenger,1,1,2,93,95,2.11
May 31 2022,Randolph,NC,Passenger,1,0,1,4,5,20.00
April 30 2024,Cowlitz,WA,Truck,17,0,17,27884,27901,0.06
January 31 2018,Jefferson,WA,Passenger,124,80,204,24342,24546,0.83
April 30 2022,Saratoga,NY,Passenger,1,0,1,42,43,2.33
April 30 2019,Santa Fe,NM,Passenger,0,1,1,41,42,2.38
August 31 2020,Gwinnett,GA,Passenger,1,0,1,76,77,1.30
October 31 2021,Tarrant,TX,Passenger,3,0,3,158,161,1.86
July 31 2022,Queens,NY,Passenger,1,0,1,48,49,2.04
November 30 2022,Columbia,WA,Passenger,8,1,9,2426,2435,0.37
February 28 2018,Salt Lake,UT,Passenger,1,0,1,242,243,0.41
April 30 2020,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
July 31 2018,Broward,FL,Passenger,1,1,2,133,135,1.48
May 31 2024,Cameron,TX,Passenger,1,0,1,15,16,6.25
November 30 2022,Camden,NJ,Passenger,0,1,1,12,13,7.69
April 30 2018,,,Passenger,3,2,5,426,431,1.16
May 31 2022,Arlington,VA,Passenger,1,0,1,142,143,0.70
October 31 2024,Bell,TX,Passenger,2,0,2,176,178,1.12
July 31 2019,Pinellas,FL,Passenger,1,0,1,123,124,0.81
July 31 2018,Garfield,WA,Truck,0,0,0,954,954,0.00
January 31 2017,Honolulu,HI,Passenger,4,2,6,675,681,0.88
June 30 2019,Sacramento,CA,Passenger,0,1,1,308,309,0.32
November 30 2020,Collin,TX,Passenger,2,1,3,132,135,2.22
November 30 2017,Tulare,CA,Passenger,1,0,1,189,190,0.53
January 31 2023,Virginia Beach,VA,Truck,1,0,1,118,119,0.84
March 31 2022,Clallam,WA,Passenger,403,240,643,49930,50573,1.27
August 31 2021,San Juan,WA,Passenger,452,141,593,14195,14788,4.01
November 30 2017,St. Clair,IL,Passenger,0,1,1,167,168,0.60
September 30 2020,Anne Arundel,MD,Passenger,1,1,2,397,399,0.50
June 30 2019,Calvert,MD,Passenger,0,2,2,86,88,2.27
June 30 2021,Mohave,AZ,Passenger,1,0,1,63,64,1.56
December 31 2020,Pacific,WA,Passenger,34,35,69,15712,15781,0.44
September 30 2019,Kootenai,ID,Passenger,1,2,3,231,234,1.28
June 30 2022,Contra Costa,CA,Passenger,0,4,4,232,236,1.69
January 31 2020,Benton,WA,Truck,0,0,0,42545,42545,0.00
January 31 2019,Essex,MA,Passenger,1,0,1,27,28,3.57
January 31 2022,Richmond,NY,Passenger,1,0,1,2,3,33.33
January 31 2018,Adams,WA,Passenger,4,4,8,12436,12444,0.06
March 31 2018,Asotin,WA,Truck,0,0,0,6590,6590,0.00
August 31 2024,Meade,KY,Passenger,1,0,1,16,17,5.88
September 30 2019,Pinal,AZ,Passenger,2,0,2,205,207,0.97
October 31 2017,Collier,FL,Passenger,1,0,1,24,25,4.00
January 31 2024,Platte,MO,Passenger,2,0,2,18,20,10.00
November 30 2019,Powhatan,VA,Passenger,1,0,1,1,2,50.00
March 31 2017,Clark,WA,Passenger,718,454,1172,298215,299387,0.39
March 31 2019,Whatcom,WA,Passenger,793,385,1178,149681,150859,0.78
May 31 2023,Pinal,AZ,Passenger,0,1,1,99,100,1.00
April 30 2024,Douglas,CO,Passenger,0,2,2,42,44,4.55
May 31 2023,Harford,MD,Passenger,1,1,2,44,46,4.35
August 31 2024,Caddo,LA,Passenger,2,0,2,11,13,15.38
March 31 2022,Yavapai,AZ,Passenger,0,1,1,37,38,2.63
October 31 2020,Richland,SC,Passenger,0,1,1,146,147,0.68
July 31 2024,Collin,TX,Passenger,2,0,2,38,40,5.00
January 31 2020,Wahkiakum,WA,Truck,0,0,0,1758,1758,0.00
February 29 2020,Valencia,NM,Passenger,1,0,1,7,8,12.50
April 30 2023,Snohomish,WA,Truck,144,0,144,121644,121788,0.12
September 30 2018,Marion,OR,Passenger,1,0,1,126,127,0.79
May 31 2023,Hillsborough,FL,Passenger,1,1,2,123,125,1.60
February 28 2019,Washtenaw,MI,Passenger,1,0,1,37,38,2.63
August 31 2019,Douglas,NE,Passenger,0,1,1,65,66,1.52
October 31 2017,Okaloosa,FL,Passenger,1,0,1,186,187,0.53
November 30 2018,Charleston,SC,Passenger,1,0,1,126,127,0.79
February 28 2017,Palm Beach,FL,Passenger,0,1,1,102,103,0.97
April 30 2022,Autauga,AL,Passenger,1,0,1,13,14,7.14
January 31 2024,Arapahoe,CO,Passenger,2,1,3,65,68,4.41
September 30 2021,Sarasota,FL,Passenger,2,0,2,40,42,4.76
September 30 2023,San Diego,CA,Truck,1,0,1,441,442,0.23
April 30 2024,Allen,IN,Passenger,1,1,2,9,11,18.18
January 31 2017,Walla Walla,WA,Passenger,16,21,37,34857,34894,0.11
January 31 2023,Los Angeles,CA,Passenger,5,4,9,780,789,1.14
January 31 2022,Santa Clara,CA,Passenger,13,2,15,277,292,5.14
February 29 2020,Williamson,TX,Passenger,0,2,2,158,160,1.25
December 31 2021,Queens,NY,Passenger,1,0,1,55,56,1.79
April 30 2024,Snohomish,WA,Passenger,18045,3914,21959,525647,547606,4.01
April 30 2023,Adams,WA,Passenger,23,12,35,13021,13056,0.27
August 31 2024,Charles,MD,Passenger,2,1,3,45,48,6.25
March 31 2020,Okanogan,WA,Truck,0,0,0,16455,16455,0.00
April 30 2022,Grays Harbor,WA,Truck,0,0,0,21331,21331,0.00
July 31 2017,Skamania,WA,Truck,0,0,0,3871,3871,0.00
January 31 2023,Pacific,WA,Truck,2,0,2,7807,7809,0.03
March 31 2019,Jefferson,NY,Passenger,0,1,1,224,225,0.44
December 31 2020,Travis,TX,Passenger,3,2,5,190,195,2.56
December 31 2021,Philadelphia,PA,Passenger,1,0,1,48,49,2.04
August 31 2020,Fairbanks North Star,AK,Passenger,0,1,1,101,102,0.98
November 30 2022,Essex,MA,Passenger,3,0,3,17,20,15.00
March 31 2019,Monroe,IL,Passenger,1,0,1,3,4,25.00
October 31 2022,Penobscot,ME,Passenger,0,2,2,9,11,18.18
May 31 2023,Alexandria,VA,Passenger,3,0,3,97,100,3.00
December 31 2023,Middlesex,MA,Passenger,2,0,2,89,91,2.20
February 28 2018,Madison,ID,Passenger,1,0,1,37,38,2.63
May 31 2018,Essex,MA,Passenger,1,0,1,26,27,3.70
March 31 2024,Okanogan,WA,Truck,12,0,12,16359,16371,0.07
April 30 2020,Queens,NY,Passenger,1,0,1,54,55,1.82
March 31 2021,Owyhee,ID,Passenger,1,0,1,3,4,25.00
June 30 2022,Snohomish,WA,Passenger,8355,2524,10879,532238,543117,2.00
October 31 2023,Whitman,WA,Passenger,184,93,277,21933,22210,1.25
August 31 2021,Harris,TX,Passenger,1,1,2,229,231,0.87
August 31 2023,Clark,NV,Passenger,7,3,10,458,468,2.14
April 30 2021,Moore,NC,Passenger,0,1,1,136,137,0.73
July 31 2024,St. Charles,MO,Passenger,1,0,1,24,25,4.00
April 30 2023,Washtenaw,MI,Passenger,0,2,2,30,32,6.25
August 31 2018,Salt Lake,UT,Passenger,1,0,1,231,232,0.43
December 31 2022,Leavenworth,KS,Passenger,0,1,1,93,94,1.06
July 31 2018,Dallas,TX,Passenger,0,1,1,204,205,0.49
March 31 2018,Wahkiakum,WA,Truck,0,0,0,1668,1668,0.00
March 31 2023,Yakima,WA,Truck,9,0,9,61121,61130,0.01
July 31 2019,Yakima,WA,Truck,0,0,0,59247,59247,0.00
February 28 2022,Pacific,WA,Truck,0,0,0,7996,7996,0.00
January 31 2018,Whitman,WA,Passenger,18,20,38,22469,22507,0.17
February 28 2021,Pima,AZ,Passenger,2,1,3,349,352,0.85
January 31 2021,Middlesex,MA,Passenger,1,0,1,100,101,0.99
August 31 2023,Rock Island,IL,Passenger,0,1,1,12,13,7.69
October 31 2018,Santa Fe,NM,Passenger,0,1,1,43,44,2.27
February 29 2020,Collier,FL,Passenger,1,0,1,19,20,5.00
October 31 2018,Snohomish,WA,Truck,1,0,1,121840,121841,0.00
October 31 2022,Chelan,WA,Passenger,507,139,646,54108,54754,1.18
February 29 2024,Grays Harbor,WA,Passenger,392,222,614,47904,48518,1.27
April 30 2018,Clallam,WA,Passenger,117,105,222,49608,49830,0.45
March 31 2023,Harnett,NC,Passenger,4,0,4,153,157,2.55
July 31 2022,Providence,RI,Passenger,1,0,1,21,22,4.55
July 31 2021,Rogers,OK,Passenger,1,0,1,8,9,11.11
October 31 2022,Thurston,WA,Passenger,2464,1106,3570,191988,195558,1.83
December 31 2023,San Luis Obispo,CA,Passenger,1,0,1,44,45,2.22
February 29 2020,Dallas,TX,Passenger,1,0,1,214,215,0.47
October 31 2018,Charleston,SC,Passenger,1,0,1,127,128,0.78
August 31 2023,Hawaii,HI,Passenger,1,0,1,32,33,3.03
August 31 2022,Galveston,TX,Passenger,1,1,2,20,22,9.09
August 31 2024,DeKalb,GA,Truck,1,0,1,0,1,100.00
February 29 2024,Yolo,CA,Passenger,3,0,3,23,26,11.54
June 30 2022,Grant,WA,Truck,0,0,0,27999,27999,0.00
January 31 2024,Hoke,NC,Passenger,1,0,1,62,63,1.59
April 30 2023,Kootenai,ID,Truck,1,0,1,32,33,3.03
October 31 2018,King,WA,Truck,7,1,8,182773,182781,0.00
March 31 2023,Solano,CA,Passenger,4,1,5,151,156,3.21
June 30 2019,Hawaii,HI,Passenger,1,0,1,63,64,1.56
January 31 2021,Bartow,GA,Passenger,0,1,1,5,6,16.67
April 30 2022,Fulton,GA,Passenger,1,1,2,81,83,2.41
December 31 2018,King,WA,Truck,6,1,7,182586,182593,0.00
March 31 2024,Douglas,WA,Truck,11,0,11,13037,13048,0.08
May 31 2018,DuPage,IL,Passenger,1,0,1,67,68,1.47
January 31 2017,Latah,ID,Passenger,0,1,1,146,147,0.68
January 31 2024,Sarpy,NE,Passenger,1,0,1,59,60,1.67
December 31 2017,Carroll,NH,Passenger,0,1,1,1,2,50.00
August 31 2020,Chesapeake,VA,Passenger,0,1,1,433,434,0.23
August 31 2019,Los Angeles,CA,Passenger,6,6,12,1143,1155,1.04
February 28 2017,Nueces,TX,Passenger,0,1,1,99,100,1.00
December 31 2021,San Mateo,CA,Passenger,3,0,3,94,97,3.09
February 28 2018,Volusia,FL,Passenger,0,1,1,36,37,2.70
September 30 2022,Kauai,HI,Passenger,1,0,1,17,18,5.56
January 31 2022,Marion,IN,Passenger,1,0,1,50,51,1.96
August 31 2022,Skagit,WA,Passenger,855,348,1203,89632,90835,1.32
September 30 2018,Pinal,AZ,Passenger,2,0,2,213,215,0.93
June 30 2023,Tarrant,TX,Passenger,2,0,2,90,92,2.17
April 30 2024,Hennepin,MN,Passenger,1,0,1,29,30,3.33
May 31 2018,Broward,FL,Passenger,1,1,2,133,135,1.48
December 31 2022,Marin,CA,Passenger,1,1,2,37,39,5.13
September 30 2018,San Mateo,CA,Passenger,1,1,2,138,140,1.43
April 30 2024,Hardin,KY,Passenger,1,0,1,59,60,1.67
August 31 2020,Klickitat,WA,Passenger,57,42,99,15038,15137,0.65
December 31 2017,Arlington,VA,Passenger,1,2,3,182,185,1.62
August 31 2017,Orange,CA,Passenger,3,1,4,628,632,0.63
October 31 2024,Benton,WA,Truck,59,0,59,41731,41790,0.14
August 31 2023,Loudoun,VA,Passenger,2,1,3,63,66,4.55
February 28 2022,Yavapai,AZ,Passenger,0,1,1,38,39,2.56
November 30 2019,Pierce,WA,Truck,0,0,0,140634,140634,0.00
March 31 2021,Lincoln,WA,Truck,0,0,0,4731,4731,0.00
July 31 2021,Garfield,WA,Truck,0,0,0,1002,1002,0.00
December 31 2019,Palm Beach,FL,Passenger,0,2,2,87,89,2.25
September 30 2023,Anne Arundel,MD,Passenger,5,2,7,297,304,2.30
November 30 2018,Norfolk,MA,Passenger,1,0,1,39,40,2.50
June 30 2021,Suffolk,VA,Passenger,1,0,1,126,127,0.79
December 31 2021,Sarasota,FL,Passenger,2,0,2,43,45,4.44
October 31 2019,Sumter,FL,Passenger,0,1,1,9,10,10.00
January 31 2022,Clark,WA,Passenger,3541,1568,5109,319080,324189,1.58
November 30 2019,Ada,ID,Passenger,0,1,1,315,316,0.32
March 31 2022,Alexandria,VA,Passenger,4,0,4,113,117,3.42
March 31 2022,Kern,CA,Passenger,0,1,1,197,198,0.51
April 30 2022,El Dorado,CA,Passenger,1,0,1,30,31,3.23
December 31 2020,Larimer,CO,Passenger,1,0,1,49,50,2.00
November 30 2018,Albemarle,VA,Passenger,1,0,1,27,28,3.57
November 30 2022,Charles,MD,Passenger,1,1,2,55,57,3.51
May 31 2019,Ramsey,MN,Passenger,1,0,1,47,48,2.08
June 30 2017,Morris,NJ,Passenger,1,0,1,23,24,4.17
October 31 2018,Grays Harbor,WA,Passenger,60,66,126,47262,47388,0.27
November 30 2020,Ferry,WA,Passenger,8,3,11,4347,4358,0.25
January 31 2024,Calvert,MD,Passenger,1,1,2,71,73,2.74
August 31 2019,Flathead,MT,Passenger,1,0,1,74,75,1.33
December 31 2021,Chesapeake,VA,Passenger,2,1,3,414,417,0.72
June 30 2021,Howard,IN,Passenger,0,1,1,5,6,16.67
February 28 2022,Kings,NY,Passenger,1,0,1,74,75,1.33
May 31 2019,Cowlitz,WA,Passenger,95,107,202,72888,73090,0.28
August 31 2024,Wahkiakum,WA,Passenger,41,25,66,3045,3111,2.12
August 31 2022,Marion,OR,Passenger,1,0,1,94,95,1.05
December 31 2022,Garfield,WA,Truck,0,0,0,971,971,0.00
April 30 2018,Moore,NC,Passenger,0,1,1,191,192,0.52
May 31 2018,Kittitas,WA,Passenger,45,32,77,28898,28975,0.27
February 29 2020,Virginia Beach,VA,Passenger,1,0,1,688,689,0.15
September 30 2019,Franklin,WA,Truck,0,0,0,19528,19528,0.00
February 28 2019,Bexar,TX,Passenger,2,4,6,706,712,0.84
September 30 2024,Collin,TX,Passenger,2,0,2,35,37,5.41
September 30 2018,Dale,AL,Passenger,0,1,1,54,55,1.82
June 30 2019,Thurston,WA,Passenger,874,638,1512,197536,199048,0.76
February 28 2023,Pierce,WA,Passenger,6578,2575,9153,534439,543592,1.68
March 31 2020,Guadalupe,TX,Passenger,1,0,1,70,71,1.41
October 31 2018,Grant,WA,Passenger,32,50,82,63911,63993,0.13
December 31 2023,San Juan,WA,Passenger,686,196,882,13669,14551,6.06
July 31 2021,Kern,CA,Passenger,0,1,1,207,208,0.48
August 31 2023,Orange,FL,Passenger,2,0,2,64,66,3.03
March 31 2021,Maui,HI,Passenger,2,0,2,29,31,6.45
May 31 2020,Oldham,KY,Passenger,0,1,1,5,6,16.67
March 31 2020,Essex,MA,Passenger,1,0,1,25,26,3.85
February 28 2019,Washington,OR,Passenger,0,1,1,483,484,0.21
March 31 2023,San Juan,WA,Truck,10,0,10,5911,5921,0.17
March 31 2021,Flathead,MT,Passenger,2,0,2,56,58,3.45
October 31 2022,Bryan,GA,Passenger,0,1,1,35,36,2.78
February 28 2023,Bexar,TX,Passenger,4,3,7,446,453,1.55
April 30 2022,Mason,WA,Truck,0,0,0,21093,21093,0.00
December 31 2023,Mercer,NJ,Passenger,0,1,1,7,8,12.50
December 31 2021,Fulton,GA,Passenger,0,1,1,85,86,1.16
May 31 2023,Botetourt,VA,Passenger,1,0,1,0,1,100.00
December 31 2021,Saratoga,NY,Passenger,1,0,1,42,43,2.33
May 31 2020,Jefferson,WA,Passenger,234,141,375,24806,25181,1.49
April 30 2017,Okaloosa,FL,Passenger,1,0,1,194,195,0.51
July 31 2018,Moore,NC,Passenger,0,1,1,194,195,0.51
June 30 2024,Marion,OR,Passenger,1,0,1,50,51,1.96
September 30 2019,Charleston,SC,Passenger,1,0,1,117,118,0.85
November 30 2021,Mercer,NJ,Passenger,0,1,1,12,13,7.69
June 30 2017,Kitsap,WA,Truck,1,0,1,52522,52523,0.00
February 28 2018,Gwinnett,GA,Passenger,0,1,1,83,84,1.19
July 31 2021,Broward,FL,Passenger,2,0,2,120,122,1.64
January 31 2019,Chelan,WA,Truck,0,0,0,22098,22098,0.00
June 30 2022,Tom Green,TX,Passenger,0,1,1,23,24,4.17
July 31 2020,Yakima,WA,Passenger,139,119,258,165703,165961,0.16
November 30 2021,Alameda,CA,Passenger,6,0,6,231,237,2.53
February 28 2019,Guadalupe,TX,Passenger,1,0,1,82,83,1.20
January 31 2024,King,WA,Passenger,71812,17417,89229,1315562,1404791,6.35
May 31 2018,Monterey,CA,Passenger,0,1,1,192,193,0.52
September 30 2022,Orange,NC,Passenger,1,0,1,6,7,14.29
January 31 2024,DuPage,IL,Passenger,3,1,4,30,34,11.76
May 31 2019,Monroe,IL,Passenger,1,0,1,4,5,20.00
October 31 2017,Kitsap,WA,Truck,1,0,1,52594,52595,0.00
May 31 2019,Lincoln,WA,Truck,0,0,0,4694,4694,0.00
October 31 2023,Hudson,NJ,Passenger,2,0,2,21,23,8.70
September 30 2019,Washoe,NV,Passenger,2,0,2,114,116,1.72
November 30 2022,Charleston,SC,Passenger,1,2,3,64,67,4.48
March 31 2022,Prince George's,MD,Passenger,2,1,3,152,155,1.94
November 30 2017,Montgomery,TX,Passenger,1,0,1,64,65,1.54
December 31 2018,Chelan,WA,Passenger,140,61,201,54134,54335,0.37
May 31 2024,Douglas,WA,Passenger,286,92,378,28953,29331,1.29
January 31 2021,Skamania,WA,Passenger,34,23,57,8329,8386,0.68
February 28 2022,Clark,NV,Passenger,8,3,11,628,639,1.72
March 31 2022,Maricopa,AZ,Passenger,14,4,18,1201,1219,1.48
February 28 2017,Lane,OR,Passenger,0,1,1,261,262,0.38
September 30 2019,Montgomery,TX,Passenger,1,0,1,63,64,1.56
September 30 2024,Multnomah,OR,Passenger,2,1,3,323,326,0.92
May 31 2023,Wayne,MI,Passenger,0,1,1,44,45,2.22
March 31 2021,Tulsa,OK,Passenger,1,0,1,54,55,1.82
April 30 2023,Marion,IN,Passenger,1,0,1,36,37,2.70
January 31 2023,Wake,NC,Passenger,3,0,3,97,100,3.00
August 31 2023,Columbia,GA,Passenger,1,0,1,82,83,1.20
July 31 2019,Owyhee,ID,Passenger,1,0,1,5,6,16.67
April 30 2017,Columbia,WA,Passenger,0,1,1,2359,2360,0.04
November 30 2023,Bexar,TX,Passenger,2,4,6,383,389,1.54
November 30 2018,Hamilton,IN,Passenger,1,0,1,47,48,2.08
September 30 2022,Hamilton,OH,Passenger,1,0,1,38,39,2.56
January 31 2024,Sussex,NJ,Passenger,1,0,1,2,3,33.33
September 30 2017,Yakima,WA,Truck,0,0,0,57698,57698,0.00
September 30 2017,Island,WA,Truck,0,0,0,20555,20555,0.00
November 30 2019,Lewis,WA,Truck,0,0,0,26107,26107,0.00
March 31 2019,Lincoln,WA,Truck,0,0,0,4682,4682,0.00
December 31 2020,Garfield,WA,Truck,0,0,0,994,994,0.00
February 28 2018,Juneau,AK,Passenger,0,1,1,44,45,2.22
October 31 2020,Portsmouth,VA,Passenger,0,1,1,71,72,1.39
September 30 2021,Albemarle,VA,Passenger,2,0,2,24,26,7.69
September 30 2020,Alexandria,VA,Passenger,3,0,3,133,136,2.21
October 31 2023,Goochland,VA,Passenger,3,2,5,65,70,7.14
November 30 2020,Albemarle,VA,Passenger,1,0,1,24,25,4.00
February 28 2019,Lincoln,WA,Passenger,3,5,8,7732,7740,0.10
March 31 2021,Charles,MD,Passenger,1,1,2,73,75,2.67
July 31 2024,Montgomery,AL,Passenger,2,1,3,26,29,10.34
February 28 2023,Jefferson,WA,Truck,9,0,9,9327,9336,0.10
November 30 2021,Pima,AZ,Passenger,1,1,2,300,302,0.66
December 31 2022,Lee,AL,Passenger,1,0,1,18,19,5.26
August 31 2022,Ray,MO,Passenger,0,1,1,1,2,50.00
September 30 2018,Columbia,WA,Passenger,2,2,4,2430,2434,0.16
August 31 2020,Okanogan,WA,Passenger,40,34,74,25964,26038,0.28
June 30 2023,Cumberland,PA,Passenger,1,0,1,39,40,2.50
September 30 2023,Newport News,VA,Passenger,1,0,1,103,104,0.96
December 31 2023,Grays Harbor,WA,Passenger,375,222,597,48015,48612,1.23
January 31 2023,Stevens,WA,Truck,2,0,2,18709,18711,0.01
November 30 2017,Moore,NC,Passenger,0,1,1,197,198,0.51
July 31 2024,Richmond,VA,Passenger,1,0,1,7,8,12.50
March 31 2024,Flathead,MT,Passenger,1,0,1,21,22,4.55
December 31 2023,San Diego,CA,Truck,1,0,1,432,433,0.23
January 31 2018,Bexar,TX,Passenger,1,2,3,825,828,0.36
August 31 2017,Hardin,KY,Passenger,0,1,1,117,118,0.85
July 31 2021,Boulder,CO,Passenger,1,1,2,48,50,4.00
December 31 2022,Jefferson,WA,Passenger,482,231,713,24265,24978,2.85
April 30 2020,Ferry,WA,Truck,0,0,0,3542,3542,0.00
May 31 2021,Moore,NC,Passenger,0,1,1,133,134,0.75
April 30 2019,Penobscot,ME,Passenger,0,1,1,15,16,6.25
October 31 2022,Harrison,MS,Passenger,1,0,1,51,52,1.92
February 28 2021,Rockingham,NH,Passenger,1,0,1,25,26,3.85
March 31 2017,Charles,MD,Passenger,0,1,1,90,91,1.10
September 30 2019,Jones,GA,Passenger,1,0,1,1,2,50.00
March 31 2021,Cowlitz,WA,Passenger,197,133,330,72127,72457,0.46
April 30 2023,Stevens,WA,Truck,1,0,1,18715,18716,0.01
July 31 2021,Sonoma,CA,Passenger,0,1,1,89,90,1.11
July 31 2019,Travis,TX,Passenger,4,1,5,215,220,2.27
December 31 2020,Harford,MD,Passenger,0,1,1,62,63,1.59
April 30 2022,Boone,MO,Passenger,0,1,1,10,11,9.09
March 31 2020,Twin Falls,ID,Passenger,0,1,1,30,31,3.23
August 31 2024,Lexington,SC,Passenger,1,0,1,16,17,5.88
October 31 2017,Asotin,WA,Truck,0,0,0,6520,6520,0.00
August 31 2022,Charleston,SC,Passenger,1,2,3,71,74,4.05
June 30 2024,Alameda,CA,Passenger,5,1,6,140,146,4.11
September 30 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.50
May 31 2024,Grant,WA,Passenger,435,188,623,67717,68340,0.91
September 30 2024,Jefferson,WA,Passenger,788,316,1104,23648,24752,4.46
February 28 2018,Sedgwick,KS,Passenger,0,1,1,107,108,0.93
October 31 2021,Franklin,OH,Passenger,1,0,1,70,71,1.41
March 31 2022,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
June 30 2020,Essex,MA,Passenger,1,0,1,21,22,4.55
February 28 2019,Okanogan,WA,Passenger,19,21,40,25956,25996,0.15
June 30 2022,Williamson,TX,Passenger,1,2,3,103,106,2.83
January 31 2019,Pacific,WA,Passenger,22,26,48,15873,15921,0.30
July 31 2024,Whatcom,WA,Truck,112,0,112,42210,42322,0.26
October 31 2021,Howard,MD,Passenger,0,1,1,65,66,1.52
March 31 2020,Valencia,NM,Passenger,1,0,1,7,8,12.50
December 31 2019,Adams,WA,Passenger,6,7,13,12925,12938,0.10
April 30 2021,Ferry,WA,Passenger,10,3,13,4406,4419,0.29
July 31 2022,San Juan,WA,Passenger,521,160,681,14004,14685,4.64
May 31 2019,Garfield,WA,Truck,0,0,0,953,953,0.00
June 30 2021,Kauai,HI,Passenger,1,0,1,20,21,4.76
August 31 2023,Coryell,TX,Passenger,1,0,1,72,73,1.37
June 30 2020,Eagle,CO,Passenger,1,0,1,7,8,12.50
January 31 2024,Escambia,FL,Truck,1,0,1,24,25,4.00
May 31 2021,Grant,WA,Passenger,102,87,189,66808,66997,0.28
February 28 2017,Arlington,VA,Passenger,1,1,2,178,180,1.11
April 30 2022,Norfolk,VA,Passenger,2,3,5,297,302,1.66
February 28 2023,Denton,TX,Passenger,2,0,2,62,64,3.12
March 31 2024,Frederick,MD,Passenger,1,1,2,46,48,4.17
July 31 2024,Otero,NM,Passenger,0,1,1,21,22,4.55
April 30 2023,Tooele,UT,Passenger,1,0,1,13,14,7.14
October 31 2017,Whitman,WA,Truck,0,0,0,8440,8440,0.00
January 31 2021,Douglas,WA,Truck,0,0,0,12496,12496,0.00
November 30 2019,Thurston,WA,Passenger,1034,699,1733,198937,200670,0.86
July 31 2019,Franklin,WA,Passenger,52,70,122,60124,60246,0.20
April 30 2017,Orange,CA,Passenger,2,1,3,660,663,0.45
March 31 2024,Kootenai,ID,Passenger,0,2,2,99,101,1.98
January 31 2022,DuPage,IL,Passenger,3,1,4,55,59,6.78
March 31 2023,Prince George's,MD,Passenger,2,1,3,133,136,2.21
August 31 2022,Newport,RI,Passenger,0,1,1,71,72,1.39
June 30 2021,Essex,MA,Passenger,1,0,1,20,21,4.76
May 31 2020,Greene,MO,Passenger,0,1,1,35,36,2.78
August 31 2022,Yavapai,AZ,Passenger,0,1,1,29,30,3.33
October 31 2018,DuPage,IL,Passenger,1,0,1,59,60,1.67
February 28 2022,Henrico,VA,Passenger,0,1,1,21,22,4.55
October 31 2021,Camden,NJ,Passenger,0,1,1,14,15,6.67
April 30 2024,San Benito,CA,Passenger,1,0,1,5,6,16.67
April 30 2021,St. Mary's,MD,Passenger,1,0,1,211,212,0.47
July 31 2022,Kittitas,WA,Truck,1,0,1,14610,14611,0.01
June 30 2024,Geary,KS,Passenger,1,0,1,63,64,1.56
May 31 2022,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
December 31 2019,Cowlitz,WA,Passenger,118,107,225,73620,73845,0.30
May 31 2021,Palm Beach,FL,Passenger,1,1,2,78,80,2.50
January 31 2024,St. Lawrence,NY,Passenger,1,0,1,4,5,20.00
November 30 2023,Pierce,WA,Passenger,9173,3128,12301,525995,538296,2.29
September 30 2021,Kittitas,WA,Passenger,179,72,251,29847,30098,0.83
July 31 2022,Ferry,WA,Passenger,21,4,25,4370,4395,0.57
September 30 2023,Chelan,WA,Truck,34,0,34,23182,23216,0.15
June 30 2020,Garfield,WA,Truck,0,0,0,972,972,0.00
March 31 2017,Hamilton,IN,Passenger,1,0,1,64,65,1.54
September 30 2020,Fulton,GA,Passenger,1,3,4,101,105,3.81
June 30 2021,Palm Beach,FL,Passenger,1,1,2,80,82,2.44
July 31 2023,Island,WA,Truck,32,0,32,20955,20987,0.15
April 30 2018,Broward,FL,Passenger,0,1,1,134,135,0.74
May 31 2021,Douglas,NE,Passenger,1,1,2,57,59,3.39
June 30 2022,Salt Lake,UT,Passenger,2,1,3,159,162,1.85
February 28 2018,Essex,MA,Passenger,1,0,1,26,27,3.70
July 31 2020,Rogers,OK,Passenger,1,0,1,9,10,10.00
May 31 2022,Lincoln,WA,Passenger,8,18,26,7681,7707,0.34
September 30 2023,San Joaquin,CA,Passenger,0,1,1,78,79,1.27
September 30 2022,Marion,OR,Passenger,1,0,1,94,95,1.05
June 30 2018,Chelan,WA,Truck,0,0,0,21866,21866,0.00
July 31 2023,Pierce,WA,Passenger,7873,2833,10706,528373,539079,1.99
July 31 2022,Skamania,WA,Passenger,76,47,123,8133,8256,1.49
